Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
benz,a-class,2024,50303,99798,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz a-class with Bluetooth, Rear camera. Condition: Engine repaired."
benz,glc,2021,215369,34617,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz glc with Navigation system, Leather seats. Condition: No damage."
land-rover,range-rover-sport,2022,694360,231752,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 land-rover range-rover-sport with Sunroof, Rear camera. Condition: Accident history."
benz,e-class-coupe,2021,165492,214998,Coupe,4,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz e-class-coupe with Bluetooth, Leather seats, Rear camera, Sunroof. Condition: Dented door."
benz,e-class,2024,77542,60587,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz e-class with Sunroof, Leather seats, Bluetooth, Adaptive cruise control. Condition: Engine repaired."
nissan,xterra,2024,19428,119051,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2024 nissan xterra with Leather seats, Bluetooth. Condition: Dented door."
benz,g-class,2023,1231940,280075,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2023 mercedes-benz g-class with Leather seats, Bluetooth, Adaptive cruise control, Rear camera. Condition: Accident history."
benz,g-class,2023,247378,218312,SUV,6,Automatic Transmission,Diesel,Blue, Dubai,"2023 mercedes-benz g-class with Adaptive cruise control, Bluetooth, Leather seats, Rear camera. Condition: Dented door."
benz,e-class,2024,32919,61632,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai,"2024 mercedes-benz e-class with Leather seats, Rear camera, Navigation system, Adaptive cruise control. Condition: Engine repaired."
benz,cls-class,2023,20933,103886,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai,"2023 mercedes-benz cls-class with Rear camera, Bluetooth. Condition: Minor scratches."
land-rover,discovery,2020,21578,215947,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 land-rover discovery with Rear camera, Adaptive cruise control. Condition: No damage."
benz,g-class,2020,249080,211283,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz g-class with Adaptive cruise control, Sunroof. Condition: Dented door."
bmw,x6,2023,408010,53564,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 bmw x6 with Adaptive cruise control, Navigation system. Condition: No damage."
benz,c-class,2021,123130,119764,Sedan,4,Automatic Transmission,Gasoline,Blue, Sharjah,"2021 mercedes-benz c-class with Rear camera, Navigation system, Bluetooth, Leather seats. Condition: Repainted bumper."
nissan,patrol,2021,141589,37923,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan patrol with Bluetooth, Navigation system, Rear camera. Condition: Engine repaired."
bmw,m2,2022,142131,163895,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai,"2022 bmw m2 with Leather seats, Adaptive cruise control, Rear camera. Condition: No damage."
benz,c-class,2022,40093,111709,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz c-class with Sunroof, Leather seats, Adaptive cruise control. Condition: No damage."
nissan,patrol,2022,296178,107441,SUV,8,Automatic Transmission,Gasoline,Beige, Abu Dhabi,"2022 nissan patrol with Leather seats, Rear camera, Sunroof. Condition: Dented door."
bmw,x5,2021,41148,110733,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 bmw x5 with Adaptive cruise control, Rear camera, Leather seats, Navigation system. Condition: No damage."
benz,s-class,2022,156314,142211,Sedan,6,Automatic Transmission,Gasoline,Grey, Sharjah,"2022 mercedes-benz s-class with Rear camera, Navigation system, Adaptive cruise control. Condition: Engine repaired."
benz,c-class,2023,170891,37774,Sedan,4,Automatic Transmission,Gasoline,Gold, Dubai,"2023 mercedes-benz c-class with Bluetooth, Adaptive cruise control, Rear camera, Leather seats. Condition: No damage."
ford,edge,2021,38065,29776,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2021 ford edge with Sunroof, Bluetooth, Adaptive cruise control, Navigation system. Condition: Repainted bumper."
benz,g-class,2024,963465,206126,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2024 mercedes-benz g-class with Bluetooth, Navigation system, Leather seats. Condition: No damage."
bmw,7-series,2021,269490,40684,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2021 bmw 7-series with Adaptive cruise control, Navigation system. Condition: Dented door."
benz,glc,2020,296125,48238,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz glc with Rear camera, Bluetooth. Condition: Engine repaired."
nissan,patrol,2024,97628,160914,Other,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2024 nissan patrol with Rear camera, Sunroof. Condition: Minor scratches."
benz,a-class,2020,95522,241006,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz a-class with Rear camera, Sunroof, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
porsche,cayenne,2023,75500,201710,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 porsche cayenne with Sunroof, Bluetooth, Navigation system, Adaptive cruise control. Condition: Accident history."
benz,c-class,2023,109098,41717,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz c-class with Leather seats, Adaptive cruise control, Sunroof. Condition: Dented door."
land-rover,range-rover-velar,2022,283487,202797,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2022 land-rover range-rover-velar with Adaptive cruise control, Navigation system, Leather seats, Sunroof. Condition: Minor scratches."
porsche,boxster,2023,253848,101963,Soft Top Convertible,4,Automatic Transmission,Gasoline,Silver, Dubai,"2023 porsche boxster with Navigation system, Sunroof, Leather seats. Condition: Engine repaired."
bmw,2-series,2020,80878,111087,Hard Top Convertible,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 bmw 2-series with Sunroof, Bluetooth. Condition: Minor scratches."
benz,gls-class,2022,1125812,189377,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 mercedes-benz gls-class with Bluetooth, Leather seats, Navigation system, Rear camera. Condition: Repainted bumper."
benz,c-class,2024,357122,134957,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2024 mercedes-benz c-class with Leather seats, Navigation system, Bluetooth, Adaptive cruise control. Condition: No damage."
bmw,3-series,2020,46760,115786,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 bmw 3-series with Rear camera, Leather seats, Adaptive cruise control. Condition: Engine repaired."
ford,edge,2021,19464,187512,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 ford edge with Leather seats, Bluetooth. Condition: Dented door."
benz,gle-coupe,2022,627200,134047,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 mercedes-benz gle-coupe with Navigation system, Sunroof. Condition: Repainted bumper."
bmw,1-series,2024,85346,16232,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2024 bmw 1-series with Navigation system, Bluetooth, Sunroof, Rear camera. Condition: Accident history."
benz,slk-class,2020,28369,192806,Hard Top Convertible,4,Automatic Transmission,Gasoline,Silver, Dubai,"2020 mercedes-benz slk-class with Sunroof, Navigation system. Condition: Accident history."
bmw,4-series,2020,356957,249564,Soft Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai,"2020 bmw 4-series with Navigation system, Adaptive cruise control, Sunroof. Condition: Minor scratches."
benz,cls-class,2021,280913,54547,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai,"2021 mercedes-benz cls-class with Navigation system, Leather seats. Condition: Minor scratches."
benz,g-class,2020,960165,143863,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 mercedes-benz g-class with Rear camera, Leather seats, Adaptive cruise control, Navigation system. Condition: Accident history."
ford,van,2022,62116,123084,Van,4,Automatic Transmission,Gasoline,White, Dubai,"2022 ford van with Rear camera, Adaptive cruise control. Condition: Engine repaired."
bmw,7-series,2022,164093,119988,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2022 bmw 7-series with Leather seats, Rear camera. Condition: Accident history."
land-rover,lr2,2022,45141,52812,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2022 land-rover lr2 with Rear camera, Sunroof, Bluetooth. Condition: Repainted bumper."
benz,glb,2022,156054,169669,Crossover,4,Automatic Transmission,Gasoline,Silver, Dubai,"2022 mercedes-benz glb with Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
toyota,sienna,2024,55083,169611,Van,6,Automatic Transmission,Gasoline,Grey, Ajman,"2024 toyota sienna with Sunroof, Navigation system, Leather seats, Bluetooth. Condition: Repainted bumper."
benz,sl-class,2022,70624,257498,Hard Top Convertible,8,Automatic Transmission,Gasoline,Silver, Dubai,"2022 mercedes-benz sl-class with Adaptive cruise control, Sunroof. Condition: Engine repaired."
benz,s-class,2020,428211,193352,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 mercedes-benz s-class with Bluetooth, Navigation system, Sunroof, Rear camera. Condition: Minor scratches."
benz,e-class,2022,44546,272579,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz e-class with Adaptive cruise control, Leather seats, Rear camera. Condition: Dented door."
bmw,4-series,2020,127935,239407,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 bmw 4-series with Bluetooth, Leather seats, Adaptive cruise control. Condition: Accident history."
bmw,7-series,2021,255698,188237,Sedan,12,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2021 bmw 7-series with Leather seats, Rear camera, Navigation system. Condition: Engine repaired."
nissan,murano,2021,14987,39544,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan murano with Navigation system, Sunroof, Rear camera, Leather seats. Condition: Repainted bumper."
toyota,rav-4,2023,53518,235022,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 toyota rav-4 with Adaptive cruise control, Leather seats, Navigation system. Condition: Minor scratches."
benz,e-class,2020,80733,293677,Coupe,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 mercedes-benz e-class with Rear camera, Navigation system. Condition: Dented door."
benz,s-class,2022,322530,289056,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2022 mercedes-benz s-class with Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
benz,c-class,2020,104526,241427,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2020 mercedes-benz c-class with Sunroof, Bluetooth, Rear camera. Condition: Engine repaired."
benz,s-class,2024,1366367,40657,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai,"2024 mercedes-benz s-class with Rear camera, Navigation system, Adaptive cruise control, Sunroof. Condition: Accident history."
land-rover,range-rover-sport,2024,139041,295662,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 land-rover range-rover-sport with Bluetooth, Adaptive cruise control. Condition: Engine repaired."
benz,sl-class,2022,65697,90001,Hard Top Convertible,8,Automatic Transmission,Gasoline,Red, Dubai,"2022 mercedes-benz sl-class with Adaptive cruise control, Bluetooth, Leather seats, Rear camera. Condition: Accident history."
nissan,sentra,2020,29184,186179,Sedan,4,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2020 nissan sentra with Leather seats, Rear camera, Navigation system, Sunroof. Condition: No damage."
porsche,panamera,2020,91294,85205,Sedan,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 porsche panamera with Sunroof, Adaptive cruise control. Condition: No damage."
nissan,kicks,2020,43153,283922,Crossover,4,Automatic Transmission,Gasoline,White, Sharjah,"2020 nissan kicks with Leather seats, Bluetooth. Condition: Dented door."
benz,c-class,2021,49578,96752,Sedan,6,Automatic Transmission,Gasoline,Black, Ajman,"2021 mercedes-benz c-class with Sunroof, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
bmw,x6,2020,68394,138890,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2020 bmw x6 with Navigation system, Rear camera, Leather seats. Condition: Engine repaired."
benz,gls-class,2021,371082,199362,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz gls-class with Adaptive cruise control, Bluetooth, Rear camera, Sunroof. Condition: No damage."
bmw,1-series,2021,33001,204660,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2021 bmw 1-series with Rear camera, Sunroof, Leather seats, Adaptive cruise control. Condition: Minor scratches."
toyota,land-cruiser,2022,33881,107572,SUV,6,Automatic Transmission,Gasoline,Silver, Ras Al Khaimah,"2022 toyota land-cruiser with Rear camera, Bluetooth. Condition: Minor scratches."
toyota,fj-cruiser,2024,53206,187980,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 toyota fj-cruiser with Adaptive cruise control, Sunroof, Bluetooth. Condition: No damage."
benz,g-class,2023,202226,152251,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz g-class with Rear camera, Leather seats, Adaptive cruise control, Bluetooth. Condition: Dented door."
land-rover,range-rover-sport,2024,152809,120625,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 land-rover range-rover-sport with Rear camera, Bluetooth, Adaptive cruise control, Leather seats. Condition: Engine repaired."
toyota,rav-4,2024,36059,199505,SUV,4,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2024 toyota rav-4 with Navigation system, Adaptive cruise control, Leather seats. Condition: No damage."
bmw,4-series,2021,135387,205819,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2021 bmw 4-series with Navigation system, Bluetooth, Leather seats, Adaptive cruise control. Condition: Dented door."
toyota,corolla,2023,34288,99212,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 toyota corolla with Bluetooth, Leather seats, Navigation system, Rear camera. Condition: Dented door."
nissan,sentra,2023,32657,136684,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 nissan sentra with Rear camera, Navigation system. Condition: Dented door."
benz,g-class,2024,351190,218826,Utility Truck,6,Automatic Transmission,Diesel,Green, Dubai,"2024 mercedes-benz g-class with Sunroof, Rear camera, Navigation system. Condition: Accident history."
bmw,3-series,2022,32618,52817,Soft Top Convertible,6,Automatic Transmission,Gasoline,Blue, Dubai,"2022 bmw 3-series with Leather seats, Sunroof. Condition: Engine repaired."
ford,pickup,2020,253975,251540,Pick Up Truck,6,Automatic Transmission,Gasoline,Blue, Dubai,"2020 ford pickup with Bluetooth, Adaptive cruise control, Rear camera, Navigation system. Condition: Repainted bumper."
porsche,macan,2024,156231,141788,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2024 porsche macan with Bluetooth, Rear camera. Condition: Repainted bumper."
toyota,land-cruiser,2022,340741,166654,SUV,6,Automatic Transmission,Diesel,Silver, Dubai,"2022 toyota land-cruiser with Rear camera, Navigation system, Sunroof. Condition: Accident history."
nissan,pathfinder,2020,37783,69575,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2020 nissan pathfinder with Leather seats, Bluetooth, Sunroof, Adaptive cruise control. Condition: Accident history."
nissan,patrol,2023,66368,61182,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2023 nissan patrol with Bluetooth, Leather seats. Condition: Accident history."
porsche,taycan,2023,929462,277567,Sports Car,None,Automatic Transmission,Electric,White, Dubai,"2023 porsche taycan with Bluetooth, Sunroof, Adaptive cruise control, Navigation system. Condition: Repainted bumper."
nissan,patrol,2022,134972,155451,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan patrol with Leather seats, Rear camera, Adaptive cruise control. Condition: Repainted bumper."
nissan,patrol,2024,48823,249716,SUV,6,Manual Transmission,Gasoline,Gold, Dubai,"2024 nissan patrol with Rear camera, Bluetooth, Adaptive cruise control. Condition: Accident history."
toyota,innova,2023,29580,221488,Van,4,Automatic Transmission,Gasoline,White, Dubai,"2023 toyota innova with Navigation system, Leather seats, Sunroof. Condition: Accident history."
land-rover,lr4,2021,90784,264457,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 land-rover lr4 with Bluetooth, Leather seats, Sunroof. Condition: Repainted bumper."
toyota,camry,2022,94347,197181,Sedan,4,Automatic Transmission,Gasoline,Grey, Ajman,"2022 toyota camry with Rear camera, Leather seats, Navigation system, Bluetooth. Condition: No damage."
porsche,cayenne,2020,471525,38884,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 porsche cayenne with Adaptive cruise control, Rear camera. Condition: Engine repaired."
toyota,camry,2023,114475,155453,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2023 toyota camry with Sunroof, Leather seats. Condition: Accident history."
bmw,x5,2023,97667,172796,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 bmw x5 with Sunroof, Navigation system, Adaptive cruise control, Bluetooth. Condition: Dented door."
porsche,carrera,2020,450678,136931,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2020 porsche carrera with Rear camera, Adaptive cruise control, Sunroof, Leather seats. Condition: Minor scratches."
nissan,patrol,2024,155393,255942,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2024 nissan patrol with Rear camera, Bluetooth. Condition: Dented door."
benz,g-class,2020,919710,95571,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz g-class with Adaptive cruise control, Bluetooth. Condition: Dented door."
ford,pickup,2024,87863,18349,Pick Up Truck,6,Automatic Transmission,Gasoline,Silver, Dubai,"2024 ford pickup with Sunroof, Rear camera, Bluetooth, Adaptive cruise control. Condition: Accident history."
toyota,hiace,2021,55143,225503,Van,4,Manual Transmission,Gasoline,White, Dubai,"2021 toyota hiace with Bluetooth, Navigation system, Sunroof. Condition: Dented door."
ford,mustang,2020,140911,172071,Coupe,8,Automatic Transmission,Gasoline,Silver, Dubai,"2020 ford mustang with Navigation system, Rear camera, Sunroof. Condition: Engine repaired."
land-rover,range-rover-sport,2024,235452,180956,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2024 land-rover range-rover-sport with Navigation system, Rear camera, Sunroof, Leather seats. Condition: Engine repaired."
nissan,patrol,2020,178957,16452,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 nissan patrol with Navigation system, Adaptive cruise control. Condition: No damage."
toyota,land-cruiser,2023,117271,278768,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2023 toyota land-cruiser with Leather seats, Sunroof, Navigation system, Rear camera. Condition: Repainted bumper."
bmw,8-series,2022,330175,214920,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2022 bmw 8-series with Navigation system, Adaptive cruise control, Bluetooth, Leather seats. Condition: Engine repaired."
ford,explorer,2024,155678,291648,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2024 ford explorer with Bluetooth, Adaptive cruise control, Rear camera, Leather seats. Condition: Dented door."
toyota,tundra,2021,233413,19744,SUV,6,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2021 toyota tundra with Rear camera, Leather seats, Sunroof. Condition: Accident history."
toyota,land-cruiser,2023,243343,102114,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 toyota land-cruiser with Leather seats, Rear camera, Bluetooth, Sunroof. Condition: Minor scratches."
ford,explorer,2023,42440,226134,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2023 ford explorer with Sunroof, Bluetooth. Condition: Accident history."
nissan,xterra,2020,21528,85856,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2020 nissan xterra with Adaptive cruise control, Sunroof. Condition: Engine repaired."
toyota,tundra,2024,298236,236765,SUV,8,Automatic Transmission,Gasoline,Red, Dubai,"2024 toyota tundra with Adaptive cruise control, Bluetooth, Sunroof. Condition: Repainted bumper."
ford,ranger,2023,101830,92077,Pick Up Truck,4,Automatic Transmission,Diesel,Silver, Dubai,"2023 ford ranger with Adaptive cruise control, Bluetooth, Rear camera, Navigation system. Condition: Engine repaired."
benz,c-class,2020,125652,183130,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2020 mercedes-benz c-class with Navigation system, Rear camera, Bluetooth. Condition: No damage."
bmw,x5,2021,66886,127866,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 bmw x5 with Rear camera, Leather seats, Navigation system. Condition: Accident history."
porsche,cayenne,2024,266494,245722,Crossover,6,Automatic Transmission,Gasoline,Black, Dubai,"2024 porsche cayenne with Leather seats, Sunroof, Bluetooth, Rear camera. Condition: Accident history."
porsche,carrera,2023,721895,17696,Sports Car,6,Automatic Transmission,Gasoline,Black, Dubai,"2023 porsche carrera with Navigation system, Leather seats, Bluetooth. Condition: Dented door."
benz,e-class,2022,73463,27985,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz e-class with Rear camera, Bluetooth, Leather seats. Condition: No damage."
benz,glc,2023,326679,96143,Crossover,4,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz glc with Adaptive cruise control, Sunroof, Rear camera. Condition: No damage."
bmw,5-series,2020,22931,259045,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2020 bmw 5-series with Adaptive cruise control, Leather seats, Bluetooth. Condition: No damage."
benz,s-class,2020,103284,112154,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2020 mercedes-benz s-class with Bluetooth, Navigation system, Leather seats. Condition: Accident history."
bmw,x5,2021,19311,154489,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2021 bmw x5 with Navigation system, Rear camera, Bluetooth, Leather seats. Condition: Accident history."
porsche,carrera,2021,756776,283951,Coupe,6,Manual Transmission,Gasoline,Red, Dubai,"2021 porsche carrera with Sunroof, Rear camera. Condition: No damage."
nissan,altima,2020,35459,63362,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2020 nissan altima with Bluetooth, Navigation system, Leather seats, Adaptive cruise control. Condition: Accident history."
land-rover,range-rover-sport,2021,117968,296307,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2021 land-rover range-rover-sport with Adaptive cruise control, Sunroof. Condition: Engine repaired."
land-rover,range-rover,2022,128667,82633,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 land-rover range-rover with Navigation system, Sunroof, Bluetooth, Leather seats. Condition: Accident history."
nissan,pathfinder,2022,35044,98805,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan pathfinder with Adaptive cruise control, Navigation system, Rear camera, Leather seats. Condition: Accident history."
toyota,hilux,2021,148695,236866,Pick Up Truck,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 toyota hilux with Sunroof, Leather seats, Navigation system, Rear camera. Condition: Minor scratches."
benz,g-class,2023,938084,81350,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz g-class with Bluetooth, Leather seats, Sunroof, Navigation system. Condition: Repainted bumper."
nissan,pathfinder,2023,16324,127766,Crossover,6,Automatic Transmission,Gasoline,Silver, Sharjah,"2023 nissan pathfinder with Bluetooth, Rear camera. Condition: Engine repaired."
porsche,panamera,2020,537079,156261,Coupe,6,Automatic Transmission,Gasoline,White, Al Ain,"2020 porsche panamera with Navigation system, Leather seats. Condition: Minor scratches."
bmw,5-series,2021,60821,208159,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2021 bmw 5-series with Rear camera, Bluetooth. Condition: Engine repaired."
benz,e-class,2022,223637,67257,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2022 mercedes-benz e-class with Bluetooth, Rear camera, Leather seats, Sunroof. Condition: No damage."
bmw,x1,2020,81644,130790,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 bmw x1 with Adaptive cruise control, Leather seats, Navigation system. Condition: Accident history."
benz,s-class,2023,553016,200757,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2023 mercedes-benz s-class with Leather seats, Rear camera, Sunroof, Adaptive cruise control. Condition: Engine repaired."
toyota,fj-cruiser,2024,70916,100719,SUV,6,Automatic Transmission,Gasoline,Green, Dubai,"2024 toyota fj-cruiser with Bluetooth, Navigation system, Rear camera. Condition: Minor scratches."
land-rover,range-rover-sport,2020,348500,119180,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 land-rover range-rover-sport with Adaptive cruise control, Bluetooth, Rear camera. Condition: Accident history."
bmw,7-series,2020,54446,221281,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 bmw 7-series with Sunroof, Bluetooth. Condition: Dented door."
porsche,boxster,2020,306291,171146,Coupe,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 porsche boxster with Navigation system, Leather seats, Bluetooth. Condition: Repainted bumper."
land-rover,range-rover,2022,343461,84405,SUV,8,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2022 land-rover range-rover with Leather seats, Adaptive cruise control. Condition: Repainted bumper."
benz,clk-class,2023,15237,34212,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz clk-class with Adaptive cruise control, Rear camera, Navigation system. Condition: Minor scratches."
nissan,patrol,2020,128800,164712,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 nissan patrol with Leather seats, Navigation system. Condition: Engine repaired."
benz,c-class,2021,118619,248962,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz c-class with Rear camera, Bluetooth, Sunroof. Condition: Accident history."
benz,cl-class,2022,16885,135286,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz cl-class with Leather seats, Navigation system. Condition: Dented door."
bmw,8-series,2020,370234,93850,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 bmw 8-series with Bluetooth, Adaptive cruise control, Rear camera, Navigation system. Condition: Engine repaired."
benz,slc,2020,58640,106196,Coupe,8,Automatic Transmission,Gasoline,Red,Dubai,"2020 mercedes-benz slc with Navigation system, Leather seats. Condition: Accident history."
nissan,sunny,2021,31462,95440,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2021 nissan sunny with Rear camera, Navigation system. Condition: Minor scratches."
land-rover,range-rover-sport,2020,118740,119540,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 land-rover range-rover-sport with Leather seats, Sunroof, Navigation system, Adaptive cruise control. Condition: Accident history."
benz,e-class,2022,418382,54755,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz e-class with Rear camera, Adaptive cruise control, Bluetooth, Leather seats. Condition: Repainted bumper."
bmw,x4,2023,261092,122584,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2023 bmw x4 with Rear camera, Navigation system. Condition: No damage."
ford,mustang,2024,55823,293691,Sports Car,8,Automatic Transmission,Gasoline,Silver, Dubai,"2024 ford mustang with Sunroof, Leather seats, Rear camera. Condition: Accident history."
benz,c-class,2020,368568,99059,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2020 mercedes-benz c-class with Sunroof, Rear camera, Navigation system, Adaptive cruise control. Condition: Minor scratches."
land-rover,range-rover-sport,2021,227856,150856,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2021 land-rover range-rover-sport with Sunroof, Navigation system, Bluetooth. Condition: Minor scratches."
nissan,patrol,2021,163227,101651,SUV,6,Manual Transmission,Gasoline,White, Abu Dhabi,"2021 nissan patrol with Rear camera, Bluetooth, Navigation system, Sunroof. Condition: Dented door."
benz,g-class,2020,163503,48536,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2020 mercedes-benz g-class with Rear camera, Sunroof, Leather seats, Navigation system. Condition: Minor scratches."
land-rover,discovery-sport,2024,169093,233719,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2024 land-rover discovery-sport with Bluetooth, Sunroof. Condition: Dented door."
